timestamp,asset,price_usd,price_change_1h_pct,price_change_24h_pct,volatility_1h_ann,volatility_24h_ann,bid_ask_spread_bps,order_book_depth_usd,liquidity_score,avg_confirmation_time_min,mempool_pending_tx,gas_price_gwei,regime
2025-02-15 14:00:00,LTC,97.7,0.00646,0.02154,0.4521,0.4973,10.58,7301114.76,89.5,3.13,5313.0,,normal
2025-02-15 15:00:00,BTC,67676.51,-0.01102,-0.03952,0.4219,0.4293,11.53,5590408.7,82.2,10.62,54925.0,,normal
2025-02-15 15:00:00,ETH,3832.52,-0.00382,-0.02244,0.424,0.3631,27.82,13366012.22,74.1,0.28,,37.1,normal
2025-02-15 15:00:00,LTC,97.44,0.00966,-0.0207,0.4687,0.4208,30.82,12477344.55,82.7,3.28,6220.0,,normal
2025-02-15 16:00:00,BTC,67775.26,-0.00023,0.00415,0.5439,0.4519,31.99,13602410.05,75.9,10.61,68473.0,,elevated
2025-02-15 16:00:00,ETH,3859.62,-0.0017,-0.06335,0.3582,0.5279,16.76,11598597.01,70.3,0.31,,41.21,normal
2025-02-15 16:00:00,LTC,96.97,-0.00084,-0.00432,0.5298,0.4265,10.06,8721444.58,65.3,2.86,5016.0,,elevated
2025-02-15 17:00:00,BTC,67477.9,-0.00456,-0.03835,0.5112,0.3739,32.26,5083560.97,64.2,10.41,113516.0,,elevated
2025-02-15 17:00:00,ETH,3881.54,0.00346,0.02713,0.3948,0.4837,23.92,13180447.04,69.9,0.45,,34.98,normal
2025-02-15 17:00:00,LTC,95.99,-0.00334,0.02669,0.3013,0.5391,13.0,6890221.18,91.0,2.94,6415.0,,normal
2025-02-15 18:00:00,BTC,67498.33,-0.00243,-0.01149,0.5421,0.4287,26.62,10389464.59,76.6,15.47,51635.0,,elevated
2025-02-15 18:00:00,ETH,3858.6,0.00064,-0.05505,0.428,0.4535,29.98,10990406.02,89.8,0.52,,33.19,normal
2025-02-15 18:00:00,LTC,96.46,0.00926,0.00315,0.4664,0.4209,27.66,13310603.64,70.5,3.55,6228.0,,normal
2025-02-15 19:00:00,BTC,68144.69,-0.00368,-0.01423,0.4639,0.4078,33.02,7622210.1,93.6,13.27,72222.0,,normal
2025-02-15 19:00:00,ETH,3834.27,-0.00496,-0.03119,0.5176,0.3996,18.02,8325064.78,82.5,0.29,,34.69,elevated
2025-02-15 19:00:00,LTC,96.47,0.00041,0.00797,0.3212,0.5303,29.04,10675969.52,76.1,3.07,5557.0,,normal
2025-02-15 20:00:00,BTC,68541.92,0.00541,-0.00201,0.4241,0.427,28.02,8279393.91,78.0,10.27,80659.0,,normal
2025-02-15 20:00:00,ETH,3814.66,-0.00198,0.00704,0.4778,0.5358,12.64,6848732.81,66.1,0.25,,56.68,normal
2025-02-15 20:00:00,LTC,95.88,-0.00625,0.01797,0.5078,0.4572,23.81,10791191.18,93.7,2.6,6149.0,,elevated
2025-02-15 21:00:00,BTC,68479.81,-0.00459,-0.02379,0.3015,0.3746,20.23,7398775.98,60.7,10.66,152705.0,,normal
2025-02-15 21:00:00,ETH,3810.22,-0.00159,-0.01282,0.3196,0.3614,17.57,13903269.18,85.8,0.3,,35.32,normal
2025-02-15 21:00:00,LTC,95.81,0.00539,0.00253,0.3974,0.472,22.53,9588667.46,75.4,2.66,6732.0,,normal
2025-02-15 22:00:00,BTC,68527.9,-0.00075,0.02576,0.3906,0.4735,26.61,14664866.59,94.2,10.86,100910.0,,normal
2025-02-15 22:00:00,ETH,3813.57,0.00219,-0.01001,0.4548,0.3652,21.74,11615965.21,89.6,0.29,,33.4,normal
2025-02-15 22:00:00,LTC,95.64,-0.00162,0.00269,0.4704,0.3975,15.65,10044685.54,90.6,3.19,5269.0,,normal
2025-02-15 23:00:00,BTC,69464.78,0.0001,0.02823,0.3737,0.4826,18.67,7107076.4,78.9,13.0,66630.0,,normal
2025-02-15 23:00:00,ETH,3845.12,0.01103,-0.00549,0.5287,0.444,21.24,13074315.92,60.4,0.31,,27.31,elevated
2025-02-15 23:00:00,LTC,95.87,-0.0008,-0.00939,0.3197,0.3791,17.47,12088747.09,90.5,2.63,5062.0,,normal
2025-02-16 00:00:00,BTC,69244.21,-0.00393,-0.00039,0.4733,0.512,30.68,8786276.64,92.9,14.18,72145.0,,normal
2025-02-16 00:00:00,ETH,3858.57,0.00191,-0.01663,0.3723,0.536,11.38,8434877.19,69.6,0.39,,51.69,normal
2025-02-16 00:00:00,LTC,95.09,-0.00144,0.0264,0.5473,0.528,19.33,10332938.06,77.9,2.58,8841.0,,elevated
2025-02-16 01:00:00,BTC,69689.16,-0.00296,-0.02892,0.3049,0.4028,29.15,11567569.12,78.9,12.02,51766.0,,normal
2025-02-16 01:00:00,ETH,3866.6,0.00271,0.00742,0.4248,0.4082,30.88,7704588.62,72.4,0.3,,62.18,normal
2025-02-16 01:00:00,LTC,94.23,-0.00225,0.04774,0.5336,0.5293,31.18,5136186.98,73.2,4.06,9906.0,,elevated
2025-02-16 02:00:00,BTC,69719.08,0.00228,-0.00366,0.4904,0.5153,14.94,9143830.54,89.4,11.89,51354.0,,normal
2025-02-16 02:00:00,ETH,3834.99,-0.00543,0.05586,0.3295,0.4301,12.55,5945207.79,62.6,0.29,,27.88,normal
2025-02-16 02:00:00,LTC,95.5,0.00108,0.02611,0.5167,0.3518,21.81,10152358.0,89.4,2.65,5791.0,,elevated
2025-02-16 03:00:00,BTC,69921.82,-0.0002,-0.00182,0.5417,0.3934,22.82,8971814.77,60.3,10.42,122551.0,,elevated
2025-02-16 03:00:00,ETH,3841.16,-0.00185,0.01833,0.4364,0.3522,15.36,10581437.48,84.2,0.64,,35.63,normal
2025-02-16 03:00:00,LTC,95.46,-0.01085,-0.0062,0.545,0.4028,29.72,13792340.91,67.2,2.52,12388.0,,elevated
2025-02-16 04:00:00,BTC,69697.99,-0.0091,0.02138,0.4242,0.5233,14.28,8062085.09,73.3,10.6,62803.0,,normal
2025-02-16 04:00:00,ETH,3858.88,0.00329,-0.00707,0.3593,0.4583,17.25,8717595.39,80.1,0.34,,31.13,normal
2025-02-16 04:00:00,LTC,94.83,-0.00037,0.0024,0.5244,0.3763,25.48,14843531.37,62.7,2.59,6423.0,,elevated
2025-02-16 05:00:00,BTC,69635.65,0.00048,-0.0269,0.385,0.361,30.08,8378962.88,68.0,12.33,50187.0,,normal
2025-02-16 05:00:00,ETH,3878.83,0.00652,-0.01291,0.3871,0.5136,17.86,5690017.68,87.0,0.38,,26.61,normal
2025-02-16 05:00:00,LTC,95.05,0.00136,0.00911,0.3398,0.358,13.37,10019044.61,65.8,3.18,5167.0,,normal
2025-02-16 06:00:00,BTC,69872.39,1e-05,-0.00731,0.5494,0.383,17.53,5383735.16,61.9,10.55,66633.0,,elevated
2025-02-16 06:00:00,ETH,3889.6,0.00359,-0.00774,0.4502,0.3957,34.0,5136503.68,64.0,0.27,,25.05,normal
2025-02-16 06:00:00,LTC,96.09,0.0062,0.002,0.498,0.3815,18.04,14432772.72,83.2,2.94,10748.0,,normal
2025-02-16 07:00:00,BTC,70016.71,-0.00232,-0.01784,0.3221,0.3576,10.05,13641027.36,74.3,10.65,62469.0,,normal
2025-02-16 07:00:00,ETH,3902.99,-0.00114,0.00661,0.3422,0.3862,34.46,5356905.18,87.0,0.32,,29.8,normal
2025-02-16 07:00:00,LTC,95.23,-0.00601,-0.0235,0.386,0.431,18.38,8172973.49,69.0,3.93,6941.0,,normal
2025-02-16 08:00:00,BTC,69734.18,0.00404,0.01868,0.3576,0.4087,21.42,13301473.82,68.5,13.25,51363.0,,normal
2025-02-16 08:00:00,ETH,3936.41,-3e-05,0.0161,0.4208,0.3556,33.35,7960570.14,67.8,0.26,,30.82,normal
2025-02-16 08:00:00,LTC,95.16,-0.00804,0.04308,0.401,0.5341,34.15,8637521.85,85.5,2.64,5748.0,,normal
2025-02-16 09:00:00,BTC,69520.36,0.00178,0.03007,0.4383,0.5388,32.26,14405067.62,66.9,10.04,50508.0,,normal
2025-02-16 09:00:00,ETH,3914.63,-0.00532,-0.00948,0.4459,0.5271,27.84,6316274.75,88.5,0.32,,48.82,normal
2025-02-16 09:00:00,LTC,95.66,0.00195,-0.0205,0.5186,0.4168,32.8,9455607.53,74.4,2.92,6629.0,,elevated
2025-02-16 10:00:00,BTC,69099.22,0.00612,-0.03598,0.5275,0.3978,31.91,12374702.7,82.5,11.09,72530.0,,elevated
2025-02-16 10:00:00,ETH,3935.77,-0.00514,0.00388,0.3055,0.5191,27.57,13155469.35,79.1,0.39,,27.69,normal
2025-02-16 10:00:00,LTC,94.38,0.00419,0.03354,0.3386,0.4425,14.5,7122723.42,91.4,2.72,6809.0,,normal
2025-02-16 11:00:00,BTC,69280.21,0.00238,-0.00482,0.4191,0.3578,30.26,8476018.22,81.9,10.97,67576.0,,normal
2025-02-16 11:00:00,ETH,3943.38,0.00134,0.00389,0.3561,0.3667,23.78,11621495.65,85.1,0.53,,60.13,normal
2025-02-16 11:00:00,LTC,94.58,-0.00555,0.02775,0.5476,0.4016,10.23,7511998.87,88.2,2.86,5957.0,,elevated
2025-02-16 12:00:00,BTC,69414.28,0.00543,-0.00537,0.4946,0.468,11.08,8910103.24,65.8,15.95,87078.0,,normal
2025-02-16 12:00:00,ETH,3931.03,-0.00662,0.0253,0.4114,0.4979,19.04,7841266.31,91.6,0.35,,37.35,normal
2025-02-16 12:00:00,LTC,94.07,0.00337,0.00644,0.3981,0.3896,25.93,14635737.65,60.3,3.39,6308.0,,normal
2025-02-16 13:00:00,BTC,69409.89,0.00358,0.04543,0.5095,0.4399,15.41,8304148.75,92.1,11.63,54207.0,,elevated
2025-02-16 13:00:00,ETH,3969.3,-0.00244,0.01617,0.456,0.4797,19.21,8235069.24,94.8,0.4,,25.13,normal
2025-02-16 13:00:00,LTC,93.96,-0.00494,-0.05606,0.4992,0.5365,19.0,11001022.67,62.8,5.22,5239.0,,normal
2025-02-16 14:00:00,BTC,69377.3,0.00016,-0.00307,0.3213,0.3933,12.15,6869344.8,78.7,13.05,58708.0,,normal
2025-02-16 14:00:00,ETH,3989.0,0.0013,0.01276,0.3512,0.5188,31.05,12451624.28,77.5,0.27,,31.9,normal
2025-02-16 14:00:00,LTC,93.46,-0.00375,-0.03024,0.521,0.4248,24.69,7090658.34,86.9,3.73,6354.0,,elevated
2025-02-16 15:00:00,BTC,69164.21,-0.00339,-0.01059,0.3332,0.4797,11.35,13534432.03,64.5,13.08,62809.0,,normal
2025-02-16 15:00:00,ETH,3986.01,0.00218,0.00251,0.3209,0.4714,24.33,10141735.16,61.6,0.26,,30.38,normal
2025-02-16 15:00:00,LTC,93.43,0.01036,0.01972,0.4705,0.4105,22.27,8652475.62,67.6,2.55,5988.0,,normal
2025-02-16 16:00:00,BTC,69066.45,-0.00284,0.03132,0.3159,0.4967,26.54,14504500.21,77.3,11.67,68733.0,,normal
2025-02-16 16:00:00,ETH,4005.54,0.00343,0.02875,0.5281,0.5472,24.25,7025710.1,65.6,0.42,,26.78,elevated
2025-02-16 16:00:00,LTC,92.56,0.00315,-0.01526,0.503,0.4926,16.66,11378579.62,93.0,2.51,5483.0,,elevated
2025-02-16 17:00:00,BTC,69239.71,-0.00661,0.00836,0.4806,0.5111,29.19,9706432.38,60.5,10.0,56721.0,,normal
2025-02-16 17:00:00,ETH,4023.96,0.00225,-0.02374,0.5243,0.5346,30.48,9854401.98,94.9,0.56,,30.95,elevated
2025-02-16 17:00:00,LTC,92.29,0.00119,0.0256,0.3016,0.4852,16.91,14984939.64,83.3,2.51,5371.0,,normal
2025-02-16 18:00:00,BTC,69125.31,-0.00161,-0.00897,0.3955,0.5478,17.39,5073737.56,80.4,13.1,52834.0,,normal
2025-02-16 18:00:00,ETH,4002.47,-0.00293,0.00907,0.318,0.4432,12.2,7735102.47,63.3,0.26,,27.6,normal
2025-02-16 18:00:00,LTC,92.01,0.00143,-0.00193,0.529,0.3656,30.31,10714553.4,85.1,3.02,5206.0,,elevated
2025-02-16 19:00:00,BTC,69436.73,0.00491,-0.00199,0.4742,0.4937,32.47,8203762.73,60.8,18.37,68767.0,,normal
2025-02-16 19:00:00,ETH,4000.44,0.00195,-0.01795,0.5318,0.3971,29.06,13153930.48,65.7,0.32,,41.89,elevated
2025-02-16 19:00:00,LTC,92.41,0.00461,-0.00376,0.5006,0.4206,21.41,11674673.38,76.4,3.77,6954.0,,elevated
2025-02-16 20:00:00,BTC,69785.75,0.00279,0.00901,0.4848,0.4279,11.4,9723340.98,65.2,10.38,51577.0,,normal
2025-02-16 20:00:00,ETH,4011.45,0.00617,-0.04343,0.4162,0.5287,33.54,12422616.26,82.5,0.43,,45.99,normal
2025-02-16 20:00:00,LTC,92.14,0.00274,0.00056,0.4095,0.4257,16.45,14686120.99,87.5,3.01,5126.0,,normal
2025-02-16 21:00:00,BTC,70083.22,0.00226,-0.00244,0.3963,0.3835,10.63,10780811.08,63.1,15.59,63134.0,,normal
2025-02-16 21:00:00,ETH,4014.35,0.00238,-0.02439,0.4075,0.3592,16.55,5058302.74,79.8,0.3,,26.71,normal
2025-02-16 21:00:00,LTC,91.88,0.00612,0.01066,0.5492,0.5374,19.28,13915365.09,77.7,3.4,9897.0,,elevated
2025-02-16 22:00:00,BTC,70133.04,-0.00225,0.01145,0.3126,0.5,33.42,7241676.16,84.2,10.18,95455.0,,normal
2025-02-16 22:00:00,ETH,4006.52,-0.001,-0.01418,0.5313,0.3761,20.95,14478365.16,88.5,0.39,,25.62,elevated
2025-02-16 22:00:00,LTC,92.3,0.00154,0.03188,0.5067,0.427,33.1,10447779.1,80.1,2.64,7807.0,,elevated
2025-02-16 23:00:00,BTC,70877.7,0.00153,0.01596,0.4284,0.4231,34.32,13736910.95,70.0,11.19,53092.0,,normal
2025-02-16 23:00:00,ETH,3973.67,-0.00171,0.02065,0.3044,0.5205,12.08,8424573.5,81.5,0.4,,25.1,normal
2025-02-16 23:00:00,LTC,92.01,0.00467,-0.01981,0.5113,0.5146,23.04,5148035.78,83.7,4.44,6890.0,,elevated
2025-02-17 00:00:00,BTC,70501.8,0.00043,0.02735,0.4346,0.4863,12.93,5259892.88,78.7,11.35,81886.0,,normal
2025-02-17 00:00:00,ETH,3936.7,-0.01526,0.0184,0.5371,0.5022,34.63,13863698.22,75.6,0.28,,34.09,elevated
2025-02-17 00:00:00,LTC,91.42,-0.001,0.0256,0.4275,0.4995,24.41,9991167.05,76.4,3.18,6807.0,,normal
2025-02-17 01:00:00,BTC,70897.27,0.00931,0.01009,0.3297,0.4486,31.23,6585817.38,88.2,12.08,57952.0,,normal
2025-02-17 01:00:00,ETH,3931.1,0.00411,-0.00198,0.4605,0.4458,15.96,5912107.79,76.7,0.26,,42.32,normal
2025-02-17 01:00:00,LTC,92.03,0.00479,-0.02828,0.4953,0.4038,14.88,10012758.96,85.0,2.7,10508.0,,normal
2025-02-17 02:00:00,BTC,70595.69,0.00981,-0.02217,0.4838,0.3904,17.47,8477491.48,72.4,11.07,51833.0,,normal
2025-02-17 02:00:00,ETH,3911.04,0.00176,0.02203,0.4088,0.5399,15.68,8809887.57,71.1,0.42,,27.2,normal
2025-02-17 02:00:00,LTC,91.89,-0.00089,-0.01775,0.3802,0.3766,34.13,12092023.11,71.2,2.8,5749.0,,normal
2025-02-17 03:00:00,BTC,70876.31,0.00319,0.00813,0.333,0.3667,22.6,5635011.0,93.7,11.97,52518.0,,normal
2025-02-17 03:00:00,ETH,3911.0,0.00445,0.0045,0.3143,0.3874,29.86,7164697.36,86.2,0.52,,29.2,normal
2025-02-17 03:00:00,LTC,92.0,-0.00608,-0.00918,0.3504,0.5405,21.71,11520607.76,64.1,3.07,8839.0,,normal
2025-02-17 04:00:00,BTC,71178.93,-0.00214,-0.01179,0.5492,0.3938,34.38,5020895.16,83.6,11.39,78068.0,,elevated
2025-02-17 04:00:00,ETH,3902.24,0.00365,0.01245,0.4236,0.4843,12.06,7412866.86,62.5,0.3,,26.56,normal
2025-02-17 04:00:00,LTC,92.16,0.00104,-0.05996,0.4448,0.5469,14.25,7591237.35,85.3,2.63,7052.0,,normal
2025-02-17 05:00:00,BTC,70845.67,-0.00339,-0.00442,0.4822,0.4417,30.18,5496009.56,78.1,10.2,57105.0,,normal
2025-02-17 05:00:00,ETH,3897.83,0.00847,0.00088,0.3638,0.3963,15.52,13168334.84,75.2,0.27,,30.68,normal
2025-02-17 05:00:00,LTC,91.62,0.00067,0.01218,0.4632,0.4523,18.59,9444988.6,90.1,3.03,5203.0,,normal
2025-02-17 06:00:00,BTC,70997.01,-0.0032,-0.00901,0.4122,0.3754,28.99,10009170.34,84.6,15.17,57524.0,,normal
2025-02-17 06:00:00,ETH,3903.67,0.00506,0.0289,0.4133,0.5314,12.82,9710321.86,67.9,0.38,,26.06,normal
2025-02-17 06:00:00,LTC,92.17,-0.00349,-0.01429,0.5483,0.4236,27.98,7661537.73,93.2,2.64,8850.0,,elevated
2025-02-17 07:00:00,BTC,70718.68,0.00941,-0.01536,0.5246,0.3669,12.36,10604809.6,67.6,10.09,56617.0,,elevated
2025-02-17 07:00:00,ETH,3899.77,0.00341,-0.02041,0.4009,0.524,33.58,7713811.31,79.3,0.27,,32.71,normal
2025-02-17 07:00:00,LTC,91.48,0.003,-0.01172,0.4961,0.4741,15.02,13843418.97,82.9,2.55,5013.0,,normal
2025-02-17 08:00:00,BTC,70023.05,0.00596,-0.01535,0.3828,0.412,11.6,11922306.38,83.4,10.55,63187.0,,normal
2025-02-17 08:00:00,ETH,3878.23,-0.0018,0.02967,0.344,0.5397,12.89,7385611.62,77.9,0.28,,27.05,normal
2025-02-17 08:00:00,LTC,91.56,-0.00612,-0.0214,0.4466,0.5103,28.42,14794189.8,62.5,2.61,6931.0,,normal
2025-02-17 09:00:00,BTC,70258.51,-0.00256,0.02715,0.4648,0.5252,16.04,10846555.9,81.2,13.73,54899.0,,normal
2025-02-17 09:00:00,ETH,3868.49,-0.0028,0.03335,0.353,0.398,14.3,14859235.77,67.1,0.35,,27.58,normal
2025-02-17 09:00:00,LTC,91.18,-0.00781,0.01264,0.5417,0.5014,19.87,5674260.3,71.6,2.76,5400.0,,elevated
2025-02-17 10:00:00,BTC,70435.82,-0.00125,0.02363,0.4221,0.3704,24.31,9596543.83,92.7,10.78,86509.0,,normal
2025-02-17 10:00:00,ETH,3867.63,0.00544,-0.00474,0.3297,0.4565,26.7,5135341.28,69.5,0.39,,36.74,normal
2025-02-17 10:00:00,LTC,91.66,-0.00652,-0.01639,0.5203,0.4016,24.72,6170506.56,84.5,2.62,7017.0,,elevated
2025-02-17 11:00:00,BTC,70526.79,-0.00145,0.05092,0.5453,0.4622,11.86,7393732.47,83.0,15.63,82055.0,,elevated
2025-02-17 11:00:00,ETH,3853.64,0.01238,0.01408,0.5073,0.5122,15.17,13772049.86,89.4,0.48,,33.39,elevated
2025-02-17 11:00:00,LTC,92.14,0.00173,0.01238,0.3175,0.3924,33.46,7467238.43,93.9,2.61,5901.0,,normal
2025-02-17 12:00:00,BTC,70170.71,0.00686,-0.01998,0.3391,0.5081,23.71,8754007.17,80.9,10.17,68479.0,,normal
2025-02-17 12:00:00,ETH,3823.56,-0.00109,0.01936,0.3443,0.4687,32.09,11731811.04,81.3,0.41,,47.2,normal
2025-02-17 12:00:00,LTC,92.36,-0.00391,0.0551,0.4163,0.5492,11.95,13392591.49,78.2,2.53,5277.0,,normal
2025-02-17 13:00:00,BTC,70106.38,0.00562,0.02032,0.481,0.4772,26.92,9845284.66,91.4,10.66,56987.0,,normal
2025-02-17 13:00:00,ETH,3824.06,0.00037,-0.02247,0.4267,0.5296,31.84,9164597.02,87.3,0.26,,61.46,normal
2025-02-17 13:00:00,LTC,92.15,-0.00095,0.03407,0.5374,0.3638,25.37,11523960.44,81.9,2.63,9554.0,,elevated
2025-02-17 14:00:00,BTC,69602.4,0.00176,0.02778,0.4913,0.3607,24.86,8946822.7,88.1,16.19,69381.0,,normal
2025-02-17 14:00:00,ETH,3811.25,-0.00354,0.02649,0.3593,0.5063,30.4,13355051.06,68.6,0.4,,36.35,normal
2025-02-17 14:00:00,LTC,91.9,0.00274,-0.04996,0.4097,0.5206,24.83,11581363.68,72.6,2.61,7071.0,,normal
2025-02-17 15:00:00,BTC,69194.33,0.00015,-0.00248,0.3756,0.3657,28.19,5115711.17,65.0,10.23,68752.0,,normal
2025-02-17 15:00:00,ETH,3790.81,0.0041,-0.01461,0.3426,0.4302,22.77,11225460.62,94.8,0.32,,48.04,normal
2025-02-17 15:00:00,LTC,91.57,-0.00224,0.02597,0.4176,0.5014,23.63,10403402.7,86.0,3.0,5853.0,,normal
2025-02-17 16:00:00,BTC,69653.85,-0.00341,0.01302,0.3093,0.3562,15.27,14325810.74,68.7,14.91,53226.0,,normal
2025-02-17 16:00:00,ETH,3759.91,-0.00238,-0.00737,0.3086,0.3661,27.09,14681763.19,65.9,0.29,,35.32,normal
2025-02-17 16:00:00,LTC,91.8,0.01178,0.01531,0.4809,0.3766,16.51,10802251.26,90.0,2.92,6657.0,,normal
2025-02-17 17:00:00,BTC,69212.28,-0.00205,0.01772,0.4184,0.3606,19.36,9723486.38,60.4,11.25,61383.0,,normal
2025-02-17 17:00:00,ETH,3767.16,0.00122,0.01802,0.3546,0.421,26.79,6646664.97,86.9,0.32,,29.09,normal
2025-02-17 17:00:00,LTC,91.92,0.002,-0.00167,0.3231,0.352,29.76,14180851.09,90.7,2.9,5125.0,,normal
